date,start,high,low,end,yield,
2016/8/18,469,472.6,464.1,468.6,14924000,
2016/8/17,458.7,474.1,458,471,15877000,
2016/8/16,451,466.5,450.7,461.2,16053000,
2016/8/15,443.3,449,442.3,448.3,7162000,
2016/8/12,446,449.2,444.2,448,8304000,
2016/8/10,440.4,443.9,434.6,439.5,7304000,
2016/8/9,442,448.9,433.8,448.4,8731000,
2016/8/8,442,442,435.4,439.5,5806000,
2016/8/5,428,432,425.2,427.2,7251000,
2016/8/4,405.3,431,405.3,428.5,10132000,
2016/8/3,407.7,414.7,406,409.3,9601000,
2016/8/2,430.2,436.9,421,421.1,10270000,
2016/8/1,425,434.3,422.4,433,9733000,
2016/7/29,420,434.5,406.2,433,21018000,
2016/7/28,399.2,401,393.8,400.3,7209000,
2016/7/27,404,407.8,396.7,402.8,8729000,
2016/7/26,392.8,396,387.1,391.5,8053000,
2016/7/25,397.3,402.5,394.2,395.6,9743000,
2016/7/22,397.1,400,392.6,395.5,11212000,
2016/7/21,407.8,413.1,402,405.1,11011000,
2016/7/20,400,402.7,397.6,401.6,5576000,
2016/7/19,404.3,405.7,394.5,405.6,8346000,
2016/7/15,393.4,400.8,390.2,396.3,12382000,
2016/7/14,390,393.2,384.7,390.3,7761000,
2016/7/13,400,402.3,389.4,390.4,11282000,
2016/7/12,377.5,387.6,376.9,382.6,11506000,
2016/7/11,351.7,364,349.6,361.3,7175000,
2016/7/8,348.9,354.3,343.7,343.7,9268000,
2016/7/7,350.7,356.1,347.1,348.7,11098000,
2016/7/6,360,360.8,349.4,355.8,16439000,
2016/7/5,380.4,381.7,374.3,376.9,6726000,
2016/7/4,370,380.8,366.6,380.5,10004000,
2016/7/1,374,379.5,370.1,371.4,11376000,
2016/6/30,374.1,379.7,369,374,18501000,
2016/6/29,362,368.4,357.5,366.1,10636000,
2016/6/28,355.5,362.4,346.4,355,24186000,
2016/6/27,385.9,387.3,355,364.2,21421000,
2016/6/24,428.3,431.3,375,378.9,14686000,
2016/6/23,415.8,426,411.3,425.6,5985000,
2016/6/22,410.9,419.3,403.9,416.1,14004000,
2016/6/21,408.1,416.5,400.7,415.2,8465000,
2016/6/20,416.1,418.6,412.8,416.2,13075000,
2016/6/17,394.8,405.4,394.2,400.1,14436000,
2016/6/16,406.1,409.2,388,389.8,9449000,
2016/6/15,394,408.9,393,405.1,9737000,
2016/6/14,400.7,406.6,394.7,399.1,12404000,
2016/6/13,415.7,416.3,407,407,10411000,
2016/6/10,427,430,423.3,427.4,18946000,
2016/6/9,426.6,437.2,426.4,434.3,13182000,
2016/6/8,425.4,433.7,422.8,433.6,8637000,
2016/6/7,421.1,430.6,419.7,426.8,12065000,
2016/6/6,408.2,416.6,406,416.5,14207000,
2016/6/3,426.6,427.6,411.4,418,20207000,
2016/6/2,439.8,443.5,429.8,432.7,15312000,
2016/6/1,447,455.9,441.7,447.8,15056000,
2016/5/31,435.7,448,430.8,448,16997000,
2016/5/30,433.2,437.8,430.2,434.5,9051000,
2016/5/27,421,430.3,420.1,428.6,13402000,
2016/5/26,420,423.3,413.5,415.3,9538000,
2016/5/25,412,415.7,408.5,415.3,8622000,
2016/5/24,413.7,414,403.5,405.5,10489000,
2016/5/23,414.8,419.2,408.1,417.4,7876000,
2016/5/20,400.8,421.4,400.7,419,17271000,
2016/5/19,400.8,404,395.1,397.2,7036000,
2016/5/18,389.1,396.3,385.1,394.5,9370000,
2016/5/17,382.9,391.4,381.1,389.1,10845000,
2016/5/16,380.4,387.5,375.6,382.9,8640000,
2016/5/13,397.6,399,380.9,381,12196000,
2016/5/12,386,391.5,381,389.9,9059000,
2016/5/11,394.4,400,389.4,389.9,10313000,
2016/5/10,381.1,388.8,374.3,388.4,13397000,
2016/5/9,383.3,389.2,380.5,385.1,8249000,
2016/5/6,384.2,386.6,377.6,380.9,12635000,
2016/5/2,371.9,392,371.5,384.1,21040000,
2016/4/28,414,421,390.1,390.8,16837000,
2016/4/27,416,416.8,403.5,406,11694000,
2016/4/26,423,423,410,413.2,11484000,
2016/4/25,425,429.4,419.1,422.8,13259000,
2016/4/22,413,420.4,411.5,420,10707000,
2016/4/21,418,422.5,412.2,421.7,10341000,
2016/4/20,412.2,417.8,406.6,409,11149000,
2016/4/19,398.2,407,393.2,406.3,12981000,
2016/4/18,381,394.7,380.8,390.4,17565000,
2016/4/15,413.1,414,391.6,393.5,23905000,
2016/4/14,416.5,419.8,411.8,419,10515000,
2016/4/13,398.9,408.4,395.8,406.5,9290000,
2016/4/12,375.5,396.6,373.8,393.5,9834000,
2016/4/11,375.5,381.2,370.8,379.6,10374000,
2016/4/8,364.5,388.8,363.4,383.5,12473000,
2016/4/7,368,375.9,365.4,369.5,8993000,
2016/4/6,369.8,376.9,367.2,370.8,12420000,
2016/4/5,382,383.7,367.3,372.3,17557000,
2016/4/4,390,395,384.8,387.7,12674000,
2016/4/1,410.6,411.8,393.2,394.5,14406000,
2016/3/31,413.2,422,410.4,416.6,13901000,
2016/3/30,428.5,432.2,410,410.5,11742000,
2016/3/29,422.7,430,420.5,429.2,6638000,
2016/3/28,422.8,431.8,419.6,424,8573000,
2016/3/25,405.1,417.7,403.1,417,8156000,
2016/3/24,416.9,418,406,406.5,12158000,
2016/3/23,424.2,424.9,418,419.5,6746000,
2016/3/22,421.7,432.3,417.5,423.3,11957000,
2016/3/18,419.3,422.9,406.9,412.2,13218000,
2016/3/17,425.3,436.6,417.7,423.8,13941000,
2016/3/16,421.7,426.3,414.6,417.3,10130000,
2016/3/15,427,430.8,421.3,424,9464000,
2016/3/14,419.3,427.7,416,426.5,11363000,
2016/3/11,404.4,415.7,400.6,413,15989000,
2016/3/10,405.5,412.2,402.3,410.8,9904000,
2016/3/9,411.8,411.8,398.2,400.5,15605000,
2016/3/8,419.9,427,413.4,418.7,21911000,
2016/3/7,424.6,431.5,413.1,413.3,19351000,
2016/3/4,424.1,436.4,420.6,425.8,16524000,
2016/3/3,411.4,428.9,410.2,424.4,11882000,
2016/3/2,407.7,413.5,403.4,411.4,19174000,
2016/3/1,410.7,412.5,386.2,396.1,21720000,
2016/2/29,427.3,428,413,413.1,11924000,
2016/2/26,420,424.3,415.3,418.9,9623000,
2016/2/25,411,417,407.7,414.9,12008000,
2016/2/24,404.1,412.9,400.6,410.4,9222000,
2016/2/23,416.5,428,409.2,410.2,11742000,
2016/2/22,407,417.6,404.6,414.2,10073000,
2016/2/19,417.6,418,402.8,408.8,14824000,
2016/2/18,415,429.1,410.7,421.1,26436000,
2016/2/17,394.9,408.8,385.8,391,22104000,
2016/2/16,380.6,402.3,376.1,392,23754000,
2016/2/15,372,386.3,368.4,382.3,14197000,
2016/2/12,364.2,373,355.8,356.3,23489000,
2016/2/10,387.5,389.1,366.1,372.6,23161000,
2016/2/9,404.4,405,387.1,388.7,16913000,
2016/2/8,410,423.4,406,420.2,12946000,
2016/2/5,419.1,428.7,416.2,419.2,23796000,
2016/2/4,424.2,431.9,420.1,425.7,27991000,
2016/2/3,444.6,444.7,425.6,428.4,24728000,
2016/2/2,470,470.1,452.3,453.7,26766000,
2016/2/1,525.3,526.9,471.7,475.2,34294000,
2016/1/29,500.2,502.8,472,497.3,31713000,
2016/1/28,515.8,516.5,508.1,509.4,12914000,
2016/1/27,516.7,522.9,513,517.6,14491000,
2016/1/26,518.1,518.6,503.5,506.8,12418000,
2016/1/25,534.8,538.7,523.4,525.7,9456000,
2016/1/22,521,528.2,514.4,527.2,12181000,
2016/1/21,513.7,526.4,500.3,500.3,15781000,
2016/1/20,540,540.5,514.2,514.2,15928000,
2016/1/19,540.2,547.2,534.6,544.8,13847000,
2016/1/18,542.6,545.9,533.8,542.9,19188000,
2016/1/15,575.9,581.7,555.2,558,11220000,
2016/1/14,567.2,570.9,556.6,569,11244000,
2016/1/13,574.1,586.9,570.4,583,9136000,
2016/1/12,574.8,585.3,562,564.1,11569000,
2016/1/8,570,594.5,569.6,584.5,14409000,
2016/1/7,585.1,590,573.1,574.2,12437000,
2016/1/6,602,607.1,585.8,588.7,14273000,
2016/1/5,599,608.6,594.2,600.9,8498000,
2016/1/4,602.7,614.4,594.1,601.4,10497000,
2015/12/30,612.7,619,606,606.9,11548000,
2015/12/29,611.5,611.9,601.2,608.3,7650000,
2015/12/28,597.4,616,597.3,613.5,8560000,
2015/12/25,597.4,605.8,593.8,598,7484000,
2015/12/24,608.6,612.4,599.2,599.6,8278000,
2015/12/22,616.3,619.8,602,607.2,14713000,
2015/12/21,618.5,626.5,610.9,626.3,12243000,
2015/12/18,649.9,654.9,622.4,624.1,21574000,
2015/12/17,648.5,655.4,645.1,650.7,12733000,
2015/12/16,648.5,650.7,636.2,638.5,13908000,
2015/12/15,652.3,652.3,629.4,632.7,14934000,
2015/12/14,652.8,655.6,636.3,652.3,12580000,
2015/12/11,649.1,662,649.1,657.8,12783000,
2015/12/10,642.7,654.9,640.5,648.7,11943000,
2015/12/9,645.9,659.3,643.8,649.1,14583000,
2015/12/8,656.7,657.7,640.2,647.9,13594000,
2015/12/7,654.5,664,650.7,658,15606000,
2015/12/4,650,661.1,642.1,646.6,27996000,
2015/12/3,629,636.9,626.3,631.9,9365000,
2015/12/2,638.9,639,626.2,634.4,11655000,
2015/12/1,621.1,639.3,621.1,636,9367000,
2015/11/30,625.5,625.8,615.5,621.6,9972000,
2015/11/27,632.5,634.9,623.3,626,11513000,
2015/11/26,624.3,627,622,625.5,7904000,
2015/11/25,613.6,626.5,613.6,624,12279000,
2015/11/24,613,625.3,607,621.3,13141000,
2015/11/20,611.8,614.6,599.3,614.6,18471000,
2015/11/19,605,621.8,601.6,617,35145000,
2015/11/18,593.1,596.3,591.8,595,11139000,
2015/11/17,585.9,592.3,585.2,588.8,10460000,
2015/11/16,576,583.7,573.6,581.9,9012000,
2015/11/13,593.3,593.3,583.9,591.5,8553000,
2015/11/12,597,601.3,591.7,600,8571000,
2015/11/11,598.4,600.6,593.1,597.4,7863000,
2015/11/10,596.8,600.7,593,600.1,6577000,
2015/11/9,586.3,607.4,586.1,604.3,13234000,
2015/11/6,581,591.9,580,583.2,9348000,
2015/11/5,568.1,581.2,567.8,577.2,13470000,
2015/11/4,571.8,574.2,566.6,567.7,11911000,
2015/11/2,557.7,567.5,552.9,561.8,20114000,
2015/10/30,584.7,587.1,563.1,575.2,28793000,
2015/10/29,607.7,612.6,567.9,591.6,21483000,
2015/10/28,597.3,608.9,596.8,604.8,8595000,
2015/10/27,609.1,610.1,599.1,601,9294000,
2015/10/26,605,612.9,602.1,603.6,8178000,
2015/10/23,600,601.9,594.1,595.3,10070000,
2015/10/22,574.8,591.3,574.8,581.6,7551000,
2015/10/21,568,582.1,562.8,580,9651000,
2015/10/20,573.3,575.1,562.5,568.6,11851000,
2015/10/19,580,581.1,568.5,573.3,9055000,
2015/10/16,573.2,588.3,572.4,578.2,12952000,
2015/10/15,556,568.8,553.2,566.2,9283000,
2015/10/14,569.1,578.5,562,566,13319000,
2015/10/13,580,584,570.8,577.3,8724000,
2015/10/9,561.6,581.3,561.6,580.2,11429000,
2015/10/8,555.7,567.8,551.4,558.1,11460000,
2015/10/7,543,557.9,541.7,555.7,12753000,
2015/10/6,548,551.6,538.2,539.3,11301000,
2015/10/5,556,560,533.4,539.7,16793000,
2015/10/2,510,519.4,502.8,518,16897000,
2015/10/1,522,527.7,517.1,519.1,20112000,
2015/9/30,518.8,529.4,516,518.5,16970000,
2015/9/29,544,545,515.8,517.2,22289000,
2015/9/28,575,578,549.2,550,16914000,
2015/9/25,574.4,575.4,564.2,571,12700000,
2015/9/24,579.6,579.9,564.4,564.4,13100000,
2015/9/18,599.4,599.4,574,589.4,14283000,
2015/9/17,601.2,609.1,600.8,602.3,10340000,
2015/9/16,582.9,598.5,581,594.5,9091000,
2015/9/15,584.5,591.8,578.3,580.4,11809000,
2015/9/14,576,591.9,576,579.6,10047000,
2015/9/11,572,576.8,569.1,572,14900000,
2015/9/10,578.9,585.9,574,582.2,17233000,
2015/9/9,581.2,583,571,583,16045000,
2015/9/8,568.5,573.1,557.2,557.5,7665000,
2015/9/7,561.5,573.9,557.7,567.8,6097000,
2015/9/4,582,583.9,558.3,565.8,9398000,
2015/9/3,580.5,593,577.3,578.2,10310000,
2015/9/2,570,583,566,572.5,11466000,
2015/9/1,598.4,602.6,583,583,16228000,
2015/8/31,604,615.4,598.2,602.1,23453000,
2015/8/28,579.7,597.3,576.6,588.2,13061000,
2015/8/27,574,577,562.3,565.3,10131000,
2015/8/26,539.8,566,531.8,560,16303000,
2015/8/25,537,573.6,527.3,539.6,20117000,
2015/8/24,567.4,582.5,559.6,562.4,16994000,
2015/8/21,591.1,594.8,584,589.2,16608000,
2015/8/20,620,626.9,606.6,611.8,10320000,
2015/8/19,623.5,625.4,617,620.9,10638000,
2015/8/18,628.9,633.5,623.1,628,6453000,
2015/8/17,632.9,634.9,627.6,629.9,5016000,
2015/8/14,636.2,637.1,626.1,630.7,8186000,
2015/8/13,634.4,644.4,633.4,637.7,11359000,
2015/8/12,643.1,648.4,636.2,636.8,9620000,
2015/8/11,635,657.2,635,646.5,17210000,
2015/8/10,635,645,630.2,634.1,17869000,
2015/8/7,631.6,635,626.4,631.8,11273000,
2015/8/6,636,642.9,630.3,630.8,12342000,
2015/8/5,632.3,635.1,623.3,630,10170000,
2015/8/4,642.3,643,621.6,630.5,24364000,
2015/8/3,660,667.2,651.8,653,12833000,
2015/7/31,643.1,655.2,631.1,650.6,23248000,
2015/7/30,676.6,694.7,634.2,648.7,32557000,
2015/7/29,687.1,688.8,667,672.7,9653000,
2015/7/28,679.9,686.9,665.4,681.1,9473000,
2015/7/27,681.7,687,677,685,7442000,
2015/7/24,684.5,685.2,674,684.3,6966000,
2015/7/23,687.1,690,676,684.5,12636000,
2015/7/22,670.9,694.5,666.1,689.4,20786000,
2015/7/21,675.6,677.7,668.5,670.5,7856000,
2015/7/17,672.2,673.5,661.5,666.4,11189000,
2015/7/16,686.5,687,662.5,671.8,16928000,
2015/7/15,695,696.5,677.1,680.8,10876000,
2015/7/14,687.1,694.8,682,690.1,9685000,
2015/7/13,676.6,693.9,674.2,686,9959000,
2015/7/10,666.5,688.1,659.6,669.4,17615000,
2015/7/9,643.1,660.6,622.6,659.8,14956000,
2015/7/8,670,673.8,649.2,649.2,13258000,
2015/7/7,674.2,681,671.9,672.9,13084000,
2015/7/6,675.1,680,672.4,674.1,9715000,
2015/7/3,686,689.9,682.4,685,10285000,
2015/7/2,685.2,686.6,681.6,685,11942000,
2015/7/1,690.4,690.4,677.1,678.3,13041000,
2015/6/30,692,693.8,681.2,684.4,22081000,
2015/6/29,704,704.9,693.1,699.5,17118000,
2015/6/26,726.5,733.8,722.1,724.7,11458000,
2015/6/25,725.4,737,720.4,728.6,10510000,
2015/6/24,739,740.7,728.8,730,10667000,
2015/6/23,731,741.7,725.2,738,15370000,
2015/6/22,727.5,727.5,716.6,724,9147000,
2015/6/19,722.5,731.7,711.1,721.1,15068000,
2015/6/18,715,717.4,705.9,713.6,10518000,
2015/6/17,722,724.8,713.1,717.5,10400000,
2015/6/16,729.1,730.9,720.1,722.1,7894000,
2015/6/15,720.8,737,720,732.9,12319000,
2015/6/12,716.6,735,713.1,730.2,24050000,
2015/6/11,716.4,719.8,707.3,712.4,10066000,
2015/6/10,709.8,715.8,694,699.5,15620000,
2015/6/9,725.8,725.8,705,706.6,14364000,
2015/6/8,735,735.6,718.1,725,12576000,
2015/6/5,738,738,727.7,733.2,13042000,
2015/6/4,729,749.6,728.6,742.2,28917000,
2015/6/3,702,731.6,695.2,728.6,32356000,
2015/6/2,702,702.8,695.2,698.2,12464000,
2015/6/1,686.1,698.9,685.2,698,9477000,
2015/5/29,682,697,678,697,19285000,
2015/5/28,699.1,699.9,680.4,681.6,15401000,
2015/5/27,700,700,687.2,689.5,16753000,
2015/5/26,678.6,706,675.4,700.5,28943000,
2015/5/25,664.6,674.9,661.2,674,9635000,
2015/5/22,667,667.9,660,663.6,14647000,
2015/5/21,676,677.7,667.2,669.4,13157000,
2015/5/20,664,678,652.4,670,27031000,
2015/5/19,680.2,681.1,648.4,669.6,34765000,
2015/5/18,683,683,673.1,679.6,8912000,
2015/5/15,682.3,684.5,675,680.3,9491000,
2015/5/14,691.5,692.5,673.6,674.4,18130000,
2015/5/13,691.9,695,682.4,689.9,18166000,
2015/5/12,674,692,671,689.1,25129000,
2015/5/11,683.6,686,667.4,670.2,30185000,
2015/5/8,667.9,683.9,663,678.1,31953000,
2015/5/7,654,667.9,645,663.3,43350000,
2015/5/1,648.2,673.3,643.2,651,114152000,
2015/4/30,800.5,801,786.2,793.2,12120000,
2015/4/28,802,804.6,795.1,796.4,6907000,
2015/4/27,808,809.7,796.2,799.6,10139000,
2015/4/24,800.5,811.1,799.6,803.9,10793000,
2015/4/23,789.6,802,789.5,795.5,13113000,
2015/4/22,792.6,803.3,784,796.2,14562000,
2015/4/21,801.1,821.9,794.5,796.1,16880000,
2015/4/20,770.1,794,770.1,789.3,12972000,
2015/4/17,800,801.3,784,792.5,18455000,
2015/4/16,810,810.3,796.3,803.4,17827000,
2015/4/15,821,822.2,810.8,814.6,13088000,
2015/4/14,835.6,837.4,820.2,827.1,13406000,
2015/4/13,862.8,865,834.2,835.7,12040000,
2015/4/10,865.5,866,852.3,860,8682000,
2015/4/9,864.5,867.6,858.8,864.6,7777000,
2015/4/8,864.5,868.4,850,861,11251000,
2015/4/7,848.8,862.8,845,854.3,12748000,
2015/4/6,818.5,841.3,814.8,840.9,11196000,
2015/4/3,807,818.5,802.7,818.2,8643000,
2015/4/2,812.7,818.8,801.9,804.3,15961000,
2015/4/1,818,819.3,806,813,13998000,
2015/3/31,834.7,840,816.1,819.1,16087000,
2015/3/30,813.9,827.5,813,825.7,10156000,
2015/3/27,825,846,817.2,825.8,17677000,
2015/3/26,853.7,853.7,830.3,839.9,15006000,
2015/3/25,848,870,847.9,867,14640000,
2015/3/24,834,849.2,832.3,847.6,12173000,
2015/3/23,840,844.4,831.3,844.3,9331000,
2015/3/20,827.8,843.4,823,843.3,13409000,
2015/3/19,826.4,826.9,814.4,822.3,8871000,
2015/3/18,829.7,834.3,820.5,825.9,14925000,
2015/3/17,820,834.5,820,825.1,18027000,
2015/3/16,790.8,820,782.5,815,19365000,
2015/3/13,801,803.3,791.1,792,19674000,
2015/3/12,791.2,799,782,796.9,16028000,
2015/3/11,770.6,792.4,767,784,14470000,
2015/3/10,776,799.7,772.8,774.7,17565000,
2015/3/9,768.3,782.7,757.8,768.8,16442000,
2015/3/6,753,770.4,751.8,770,20735000,
2015/3/5,724.8,746.9,724.3,745,13884000,
2015/3/4,723.1,725.8,711.5,724,9213000,
2015/3/3,730,733,721.1,730.6,9430000,
2015/3/2,722.8,731.8,720.6,729.7,10532000,
2015/2/27,727,727,711.2,720.9,14565000,
2015/2/26,722.3,725.5,714.2,725.2,8086000,
2015/2/25,730,730.4,721.4,722.7,7566000,
2015/2/24,717.6,728,715.2,726.8,8045000,
2015/2/23,721,721.2,713,717.6,10519000,
2015/2/20,699.6,713.9,697,712.7,12670000,
2015/2/19,704,708,698.5,700.3,14387000,
2015/2/18,710.2,716,699,704.2,17579000,
2015/2/17,715.3,715.3,704.3,705.4,9659000,
2015/2/16,729,731.4,717.4,721.2,7439000,
2015/2/13,723.9,729.7,720.2,726.8,10372000,
2015/2/12,735.8,739.9,719.7,722.5,16779000,
2015/2/10,732.8,734.6,721.9,730.6,11072000,
2015/2/9,736,737,728.5,732.9,10734000,
2015/2/6,743.3,744,724.1,730.4,17110000,
2015/2/5,727.2,747.8,727,741.8,33227000,
2015/2/4,709.8,727.9,708,720.2,29727000,
2015/2/3,685.9,698,682,692.8,23123000,
2015/2/2,675.6,689.6,657.8,685.9,38089000,
2015/1/30,638.6,639.7,625.1,625.6,12067000,
2015/1/29,635,644.3,632,638.4,9365000,
2015/1/28,649.3,651.1,638.9,643.8,11178000,
2015/1/27,649,656.2,646,654.1,13678000,
2015/1/26,629.9,641.8,627.6,640.5,10481000,
2015/1/23,635.2,641.9,628.6,632.9,13167000,
2015/1/22,624.8,630.2,622.3,630.1,11341000,
2015/1/21,625.1,631.9,620.8,629.9,14670000,
2015/1/20,611,629,610.7,628.5,16858000,
2015/1/19,590,605.8,590,603.3,15133000,
2015/1/16,570,587,567.1,586.7,20234000,
2015/1/15,580,586.8,572.3,585.4,15785000,
2015/1/14,586,592.1,581.6,582.3,14033000,
2015/1/13,595,595.9,580.2,589.4,17137000,
2015/1/9,610,610,598,600.9,14792000,
2015/1/8,612.4,614.7,608.4,610.4,11791000,
2015/1/7,615,616.1,604.7,605,16436000,
2015/1/6,622.5,622.9,615.1,615.1,14593000,
2015/1/5,643,643.9,633,636,11169000,
